observation_id,date,station_id,country,latitude,longitude,elevation_m,avg_temperature_c,max_temperature_c,min_temperature_c,precipitation_mm,snowfall_cm,humidity_percent,wind_speed_kmh,wind_direction,solar_radiation_wm2,atmospheric_pressure_hpa,cloud_cover_percent,uv_index,soil_moisture_percent,drought_index,evapotranspiration_mm,air_quality_index,pm25,pm10,co2_ppm,methane_ppb,ozone_ppb,climate_zone,weather_event,disaster_risk
639,2021-12-08,NOAA1043,USA,39.3932,-91.2829,2674.3,3.1,9.3,-4.2,27.1,0.0,54,9.6,E,751.5,1016.6,56,1,39.8,Low,2.34,84,26.3,42.7,415.2,1983.9,35.8,Arid,None,Medium
640,2023-10-30,NOAA1037,Mexico,29.0172,-118.3159,579.5,17.1,20.0,11.4,7.5,0.0,44,16.5,NW,842.9,1014.8,70,7,35.3,Medium,4.45,132,23.8,51.2,423.2,1827.7,43.2,Tropical,Rain,Medium
641,2021-01-20,NOAA1002,Canada,26.407,-68.0063,1441.3,-2.1,5.0,-8.1,8.8,15.1,52,27.4,NE,630.8,1016.5,41,9,37.4,Medium,1.09,129,26.7,56.5,401.0,1981.7,42.4,Tropical,Storm,Medium
642,2020-10-04,NOAA1048,USA,32.031,-88.2987,1212.7,13.9,18.2,9.0,15.0,0.0,58,23.1,SW,549.0,1014.4,78,7,37.5,Medium,4.07,108,29.0,56.5,416.8,1875.3,44.6,Polar,None,Low
643,2020-07-01,NOAA1037,Mexico,46.6066,-93.0611,1922.8,30.4,36.8,25.2,28.6,0.0,61,4.0,S,407.9,1016.0,45,9,35.5,Low,6.21,103,25.2,46.2,422.6,1878.7,46.7,Tropical,Coldwave,Medium
644,2023-10-26,NOAA1013,USA,35.9736,-113.4148,664.7,11.6,15.5,5.3,6.0,0.0,39,23.3,N,136.2,1005.3,48,4,33.7,Medium,1.97,117,23.5,51.8,426.1,1920.5,50.6,Arid,Rain,Medium
645,2024-08-19,NOAA1023,Canada,26.0742,-115.9248,738.5,35.3,41.3,28.0,17.3,0.0,52,20.2,S,263.9,1006.0,83,5,34.9,Medium,5.32,113,24.4,58.2,419.0,1933.9,39.1,Tropical,Heatwave,Medium
646,2023-05-14,NOAA1040,Mexico,34.4912,-84.3279,1347.4,20.5,26.5,17.2,19.7,0.0,46,29.4,NE,227.1,1020.0,62,2,27.1,Medium,3.73,101,29.6,54.5,419.2,1874.6,46.2,Continental,Storm,High
647,2021-08-09,NOAA1036,Canada,27.6038,-117.1942,2468.6,29.8,37.1,22.1,3.5,0.0,46,25.9,NW,260.6,1021.3,66,1,31.7,High,4.69,115,24.5,56.0,417.2,1811.3,51.0,Temperate,Fog,Low
648,2021-05-10,NOAA1039,Canada,35.5146,-115.8628,1791.0,17.7,19.9,10.1,31.0,0.0,66,35.0,SE,714.8,1020.6,92,6,38.9,Low,2.68,83,20.7,53.5,413.9,1885.0,37.4,Tropical,Storm,Medium
649,2021-02-14,NOAA1003,Canada,34.1208,-70.0312,1516.8,3.4,6.8,-2.4,26.6,0.0,70,16.4,NW,120.2,1015.1,56,2,54.5,Low,1.71,96,23.9,39.6,405.8,1810.8,41.8,Arid,None,Low
650,2023-11-03,NOAA1026,Mexico,37.8226,-88.7406,509.7,6.8,14.4,2.6,8.4,0.0,42,8.2,NE,647.5,1018.6,0,7,21.5,Medium,1.14,120,30.6,48.2,422.5,1836.9,38.3,Tropical,Fog,Low
651,2023-02-28,NOAA1004,USA,40.5727,-72.0837,2811.6,7.7,13.6,4.0,20.5,0.0,64,28.5,NW,828.2,996.8,30,11,44.6,Low,1.66,113,24.7,57.7,423.8,1959.9,36.0,Continental,Coldwave,Medium
652,2021-04-03,NOAA1018,Mexico,42.5435,-69.1067,1165.4,14.0,17.5,11.0,29.1,0.0,56,33.8,W,744.4,1015.4,18,1,38.6,Low,3.52,109,26.2,55.2,420.8,1876.3,35.7,Tropical,Fog,Medium
653,2021-03-02,NOAA1026,Canada,36.054,-98.2182,2857.1,14.0,18.8,10.0,28.1,0.0,63,30.6,E,678.6,999.3,26,4,39.6,Low,2.48,88,27.5,50.5,429.5,1974.0,46.7,Polar,Storm,Medium
654,2023-01-27,NOAA1023,Mexico,32.3656,-101.6087,1410.7,5.7,11.0,1.0,8.2,0.0,52,40.9,W,140.7,1003.7,27,6,37.2,Medium,1.17,120,32.3,54.5,423.1,1867.8,30.8,Continental,None,High
655,2021-02-26,NOAA1036,Mexico,29.1362,-67.9329,2041.9,4.9,11.5,-0.9,43.4,0.0,73,26.7,SE,220.5,1022.9,40,8,47.0,Low,2.21,92,17.3,47.0,426.8,1920.6,36.3,Polar,Coldwave,High
656,2023-07-10,NOAA1043,USA,43.8871,-119.1122,26.0,34.0,41.2,31.7,3.5,0.0,38,38.7,SW,845.3,1021.4,45,4,30.5,High,7.02,120,32.5,55.5,420.6,1881.5,44.2,Arid,Coldwave,Medium
657,2022-08-30,NOAA1045,USA,31.9538,-118.2145,1685.7,26.7,34.1,23.8,8.5,0.0,50,19.9,W,226.6,1007.8,70,11,34.5,Medium,5.97,111,32.6,59.0,423.4,1876.9,47.0,Tropical,Heatwave,Low
658,2024-03-27,NOAA1008,Canada,36.3475,-96.8178,2301.4,10.0,15.5,2.1,17.8,0.0,46,17.6,NW,567.9,1005.3,23,8,38.5,Medium,3.44,109,29.4,60.9,423.8,1864.7,51.7,Arid,None,Low
659,2020-10-03,NOAA1019,Mexico,34.4468,-115.4793,2978.7,19.2,25.9,13.2,8.7,0.0,59,43.3,SW,333.9,998.1,100,2,39.0,Medium,4.85,127,23.0,63.5,412.3,1845.9,27.3,Continental,Rain,Medium
660,2024-10-09,NOAA1012,Mexico,31.7259,-94.3354,2747.8,18.7,23.6,11.3,11.2,0.0,49,4.2,SE,660.4,1016.0,33,8,42.2,Medium,3.48,110,29.7,59.6,422.3,1870.3,39.6,Continental,Fog,Low
661,2021-11-12,NOAA1002,USA,45.929,-71.1869,32.0,11.0,16.4,7.2,15.0,0.0,61,10.6,NW,404.0,1016.0,4,11,39.0,Medium,2.4,113,29.3,59.6,415.3,1862.6,38.6,Continental,Heatwave,High
662,2021-12-01,NOAA1022,Mexico,31.2781,-113.0045,844.9,-1.7,0.8,-6.4,9.5,13.4,44,36.6,SW,789.2,1015.8,14,1,35.8,Medium,1.36,101,25.1,48.8,410.9,1921.7,50.8,Temperate,Rain,High
663,2024-06-29,NOAA1049,USA,45.7286,-123.4502,40.3,23.0,29.8,15.8,45.8,0.0,69,28.6,E,566.2,1016.3,58,11,54.3,Low,5.02,65,19.7,28.2,408.9,1930.6,39.6,Tropical,Rain,High
664,2020-06-15,NOAA1005,Mexico,47.8334,-123.7811,2374.8,25.8,29.2,23.5,15.1,0.0,49,5.4,SW,600.4,1020.6,24,8,39.4,Medium,5.29,120,27.3,46.2,428.7,1948.0,31.3,Arid,Fog,High
665,2023-04-27,NOAA1028,USA,37.182,-119.4652,2922.6,19.2,22.8,11.9,11.5,0.0,42,26.7,SE,660.0,1014.1,89,2,24.4,Medium,4.58,107,23.7,57.0,418.2,1930.6,31.7,Polar,Storm,High
666,2022-04-24,NOAA1040,Canada,30.2382,-109.6959,1034.3,23.8,27.2,21.8,2.0,0.0,52,40.3,S,325.2,1008.2,20,2,29.4,High,4.56,106,30.7,65.4,421.1,1895.4,32.9,Temperate,Fog,High
667,2022-07-02,NOAA1047,Mexico,27.1176,-90.4761,2749.0,34.4,38.6,28.3,12.1,0.0,42,31.2,NE,555.4,1011.1,93,6,28.6,Medium,6.64,122,25.7,50.0,431.1,1933.6,47.0,Continental,Storm,High
668,2024-03-05,NOAA1014,Mexico,29.0933,-84.6207,1229.2,6.1,13.4,2.2,12.5,0.0,48,36.2,W,470.9,1010.6,59,8,28.0,Medium,2.39,116,26.1,44.2,422.2,1887.8,45.6,Tropical,Storm,Medium
669,2024-11-17,NOAA1009,Canada,33.777,-99.2403,2452.2,4.1,11.5,1.2,38.2,0.0,77,42.7,SE,175.9,1000.1,50,8,48.3,Low,1.29,67,20.4,34.1,426.3,1877.2,46.8,Polar,Storm,Low
670,2021-01-24,NOAA1038,Mexico,36.9793,-99.1989,2554.8,-3.9,1.0,-9.9,34.7,7.1,70,6.6,SW,664.8,1013.1,77,5,43.3,Low,0.5,101,24.4,41.0,415.9,1866.0,37.7,Temperate,Storm,High
671,2020-11-20,NOAA1040,Canada,41.4174,-99.5471,365.5,7.0,9.8,3.3,9.2,0.0,50,33.2,E,395.7,1022.3,60,2,27.3,Medium,1.79,110,24.8,51.9,410.6,1972.8,35.5,Tropical,Storm,High
672,2022-09-02,NOAA1035,Canada,38.8533,-105.1295,583.1,27.3,30.1,23.4,15.6,0.0,52,29.2,SE,666.5,1005.1,78,4,41.4,Medium,4.59,119,30.0,48.5,429.8,1899.5,54.2,Temperate,Heatwave,Low
673,2023-07-01,NOAA1005,Mexico,36.7826,-89.6518,2672.7,29.2,36.9,25.6,6.9,0.0,49,21.3,SE,733.0,1017.4,35,3,32.1,Medium,5.94,128,25.7,59.2,415.1,1907.8,44.4,Arid,Storm,High
674,2022-09-15,NOAA1009,Canada,47.96,-96.3722,942.5,15.3,22.6,12.1,13.2,0.0,59,36.9,SE,866.2,1014.3,76,10,35.2,Medium,3.76,103,26.9,53.5,431.0,1887.4,47.4,Tropical,Heatwave,Medium
675,2023-12-05,NOAA1019,Canada,29.9018,-107.1221,86.5,2.9,8.8,-1.6,40.4,0.0,59,17.9,E,457.3,1001.2,48,9,35.8,Low,1.32,84,16.0,35.3,411.3,1889.9,37.2,Arid,Rain,High
676,2023-05-27,NOAA1018,USA,39.0755,-105.6002,50.9,24.0,26.3,20.0,21.8,0.0,62,22.5,E,352.2,1006.3,92,7,44.2,Low,4.86,103,23.5,45.6,410.0,1900.9,37.9,Temperate,Fog,Medium
677,2021-10-25,NOAA1048,Mexico,25.9452,-94.8326,2168.3,21.1,27.4,16.1,8.3,0.0,57,41.9,E,221.3,1016.3,66,3,46.9,Medium,3.64,119,32.6,52.6,420.4,1887.6,49.2,Continental,Storm,Low
678,2022-10-05,NOAA1034,USA,37.5923,-87.4163,1188.0,5.6,8.5,-1.3,13.2,0.0,54,37.0,NW,227.2,1012.2,97,5,33.4,Medium,0.95,126,21.9,56.3,433.3,1883.5,45.4,Tropical,Heatwave,Low
679,2020-03-27,NOAA1048,USA,47.7992,-69.598,413.0,7.7,11.6,3.4,3.7,0.0,44,29.3,W,115.4,1016.3,97,5,30.7,High,2.49,127,29.6,49.0,428.8,1917.0,27.6,Polar,None,Low
680,2021-04-15,NOAA1031,USA,33.3852,-119.4042,2644.9,13.8,18.9,6.8,17.7,0.0,63,19.1,E,529.0,1019.7,80,10,40.6,Medium,3.18,119,24.5,57.8,408.4,1897.6,28.3,Polar,Storm,Medium
681,2021-02-04,NOAA1016,Canada,27.86,-107.7332,86.5,8.3,13.9,2.4,13.3,0.0,52,24.0,W,263.7,1014.4,14,1,34.6,Medium,1.46,104,23.7,54.8,426.5,1905.1,38.2,Arid,Fog,High
682,2021-03-14,NOAA1019,Canada,36.1307,-87.0737,689.4,15.6,22.9,8.5,21.1,0.0,65,11.3,N,347.9,1025.9,27,3,51.3,Low,2.75,107,26.9,48.6,418.7,1845.0,42.3,Continental,Coldwave,Low
683,2022-10-03,NOAA1035,Mexico,31.8482,-67.7535,2572.1,16.3,19.8,10.6,17.5,0.0,60,40.0,N,595.4,1011.9,1,5,48.9,Medium,3.05,111,27.9,60.5,425.6,1986.2,37.5,Temperate,None,Medium
684,2021-03-16,NOAA1012,Canada,42.8043,-102.7492,839.9,6.2,12.1,2.4,16.0,0.0,64,3.5,NE,341.6,1006.6,33,8,51.7,Medium,2.7,102,22.2,54.7,414.5,1927.5,37.4,Temperate,Heatwave,Low
685,2020-01-30,NOAA1005,Mexico,30.6353,-74.4219,1739.3,-3.6,1.7,-7.2,15.5,14.1,47,22.6,E,272.4,1016.2,50,11,30.9,Medium,0.5,116,29.4,50.5,413.2,1901.4,45.2,Temperate,Coldwave,Low
686,2023-09-06,NOAA1049,Canada,42.0376,-83.0244,608.1,17.5,21.1,11.5,18.9,0.0,48,43.4,SE,287.9,1004.6,57,1,41.5,Medium,2.71,113,25.9,54.6,427.5,1929.3,48.3,Tropical,Fog,High
687,2020-04-06,NOAA1023,USA,39.3532,-97.9933,1417.4,22.3,25.3,16.3,6.7,0.0,48,18.0,E,356.6,1020.2,81,6,32.1,Medium,4.51,121,28.0,53.6,429.0,1873.0,34.0,Arid,Rain,High
688,2024-03-19,NOAA1043,Mexico,34.7878,-69.201,259.3,7.4,10.9,4.6,2.7,0.0,51,41.8,NW,460.6,1012.3,69,11,30.3,High,1.2,134,33.5,68.3,421.9,1938.1,44.2,Tropical,Coldwave,Medium
689,2023-01-11,NOAA1047,USA,45.4263,-91.2995,2931.7,0.2,7.0,-6.7,11.4,7.9,61,37.4,NE,892.4,1009.1,69,1,43.0,Medium,1.18,109,31.5,57.6,421.0,1840.2,47.7,Tropical,Fog,Low
690,2023-11-01,NOAA1031,USA,32.8117,-76.3213,1120.0,14.1,21.7,9.0,7.9,0.0,49,37.2,SE,561.6,1017.6,95,7,37.3,Medium,4.09,111,29.4,55.1,419.0,1956.3,36.1,Tropical,Fog,Low
691,2024-06-13,NOAA1006,Canada,28.4645,-119.8842,2850.3,31.8,35.3,27.4,12.9,0.0,58,37.5,NE,861.2,1016.9,24,1,32.9,Medium,5.36,105,23.6,59.1,424.4,1922.7,35.6,Temperate,None,Medium
692,2022-07-15,NOAA1027,Canada,40.878,-123.3976,1792.7,29.1,33.2,24.9,23.0,0.0,51,15.1,NW,608.2,1032.1,75,1,38.6,Low,6.32,113,22.4,39.1,429.5,1928.9,40.9,Continental,Heatwave,High
693,2024-04-25,NOAA1027,Mexico,39.091,-73.8038,2847.4,20.0,26.1,12.0,19.4,0.0,49,18.3,NW,707.2,996.7,11,8,30.3,Medium,3.18,100,27.4,54.6,436.9,1868.4,40.0,Temperate,Heatwave,Medium
694,2024-03-14,NOAA1015,Mexico,48.616,-122.0425,929.4,10.1,16.8,3.0,46.4,0.0,72,11.3,W,176.0,1003.5,87,3,51.9,Low,2.87,59,22.8,35.7,419.6,1858.2,43.8,Polar,Rain,Medium
695,2021-07-16,NOAA1024,Mexico,40.6889,-121.2233,1757.0,32.2,38.4,27.3,25.9,0.0,68,40.8,S,782.8,1013.2,5,5,49.2,Low,5.68,88,28.2,38.6,424.5,1907.7,34.8,Continental,Heatwave,Low
696,2020-01-12,NOAA1049,Mexico,44.3633,-72.3916,2317.4,4.1,6.4,1.0,7.9,0.0,51,16.6,NW,283.0,1013.0,56,2,29.3,Medium,0.89,98,27.4,53.4,423.3,1964.2,37.7,Continental,None,High
697,2022-12-11,NOAA1040,Mexico,27.5519,-97.0015,836.7,2.6,7.9,-1.9,5.0,0.0,49,4.8,S,802.2,1011.7,85,6,33.9,Medium,1.4,115,32.8,65.0,413.4,1923.4,37.0,Temperate,None,Low
698,2020-06-25,NOAA1011,Mexico,29.7164,-86.3879,1637.8,29.6,34.9,24.7,7.6,0.0,57,43.7,E,565.7,1001.0,14,9,32.5,Medium,4.84,116,24.4,60.2,430.2,1873.4,45.8,Temperate,Storm,Low
699,2022-11-10,NOAA1007,Mexico,40.9819,-90.6223,26.6,3.9,11.2,1.1,21.5,0.0,47,41.6,NW,741.0,1015.1,24,11,32.5,Low,1.54,89,21.3,50.3,428.2,1892.0,31.8,Polar,None,Low
700,2023-09-28,NOAA1032,USA,45.6685,-120.1243,1540.2,26.0,33.9,20.6,6.4,0.0,42,12.6,W,771.8,1013.1,46,4,34.6,Medium,4.71,125,23.8,53.2,412.2,1925.8,40.2,Continental,None,Low
701,2023-10-07,NOAA1025,Canada,39.5545,-74.5847,2245.8,7.7,10.5,2.0,23.2,0.0,59,36.0,W,616.8,986.8,96,11,35.8,Low,2.35,99,24.2,39.9,413.5,1948.3,39.7,Polar,None,Medium
702,2020-05-15,NOAA1005,Mexico,46.3996,-115.7029,1924.2,20.6,24.8,16.2,29.4,0.0,69,22.0,SW,342.8,1035.0,68,10,45.5,Low,3.71,105,22.8,43.0,417.6,1929.2,34.8,Polar,Fog,High
703,2023-10-29,NOAA1038,Mexico,43.8596,-116.1758,1011.2,8.6,14.7,0.7,11.7,0.0,61,24.9,NE,301.3,1005.9,34,5,48.7,Medium,2.48,107,25.2,62.3,415.8,1824.3,36.9,Tropical,Coldwave,Low
704,2021-12-14,NOAA1012,Canada,37.4241,-100.5423,791.7,1.8,6.3,-4.2,12.0,15.4,51,40.3,E,741.8,996.6,88,5,30.7,Medium,1.64,127,27.5,48.1,425.9,1920.3,39.5,Continental,Coldwave,High
705,2020-12-21,NOAA1046,Mexico,46.0275,-87.6001,617.2,-3.6,3.1,-10.6,7.3,3.7,42,29.8,NW,400.0,1025.7,50,8,32.9,Medium,1.32,126,28.5,49.3,417.9,1926.5,32.6,Polar,None,Medium
706,2020-09-11,NOAA1035,Canada,25.0784,-113.2311,2802.4,23.8,31.4,19.1,10.2,0.0,53,44.6,S,508.9,1019.1,53,4,33.4,Medium,5.53,125,28.4,54.4,404.7,1926.4,33.6,Continental,Storm,Low
707,2020-10-13,NOAA1007,Canada,43.243,-67.3312,123.1,18.2,20.6,15.6,10.9,0.0,46,25.0,E,727.1,1005.5,95,11,31.0,Medium,2.81,97,22.4,51.3,429.3,1898.8,29.4,Polar,Fog,Medium
708,2021-08-05,NOAA1015,USA,30.2905,-89.5913,2255.2,32.7,40.3,28.6,11.4,0.0,54,12.2,N,543.0,1020.4,40,4,32.5,Medium,6.84,117,24.2,56.6,411.6,1934.8,30.5,Tropical,None,High
709,2024-02-25,NOAA1017,Canada,27.9895,-109.967,1219.2,5.4,8.9,-0.3,20.8,0.0,66,40.4,SE,323.6,1006.5,0,4,48.9,Low,1.68,108,24.3,44.2,416.3,1866.6,28.4,Temperate,Heatwave,High
710,2022-06-28,NOAA1009,Mexico,46.3148,-75.5166,2252.1,29.0,31.1,22.4,37.7,0.0,71,10.8,NW,449.3,1018.5,67,6,46.9,Low,5.35,91,24.0,43.3,418.9,1946.7,44.2,Arid,Rain,High
711,2020-06-07,NOAA1044,Mexico,34.0639,-79.08,621.4,19.3,23.2,14.9,8.6,0.0,59,12.7,S,818.8,1015.4,48,10,47.3,Medium,4.82,111,29.3,47.0,423.1,1901.9,29.8,Temperate,Heatwave,High
712,2021-12-07,NOAA1024,USA,36.783,-82.7218,2727.6,11.4,13.9,7.9,11.0,0.0,52,11.8,SW,829.3,1022.5,33,8,30.9,Medium,2.15,127,28.2,60.7,438.7,1934.8,47.6,Temperate,Heatwave,Medium
713,2020-04-08,NOAA1005,Mexico,46.9804,-118.7345,2085.9,16.5,18.8,14.0,11.9,0.0,49,42.1,NW,219.2,1004.6,18,7,30.8,Medium,4.31,107,26.1,47.4,413.4,1845.4,34.3,Temperate,Rain,Low
714,2023-06-25,NOAA1036,Mexico,43.7944,-74.3058,2600.4,17.7,24.1,14.0,10.4,0.0,42,22.2,W,815.9,1014.2,30,1,34.3,Medium,3.05,98,23.1,46.8,415.8,2023.1,50.9,Tropical,Coldwave,Low
715,2024-05-14,NOAA1035,Canada,42.357,-115.295,2796.5,17.0,20.5,14.9,15.9,0.0,58,38.8,S,510.6,1019.9,2,9,40.7,Medium,2.66,97,22.7,51.4,406.5,1887.4,38.1,Tropical,Rain,High
716,2024-09-04,NOAA1036,Canada,36.0977,-98.0682,2130.6,26.3,32.6,23.3,20.7,0.0,58,28.1,N,153.7,1021.0,48,3,32.6,Low,4.87,115,26.6,47.6,431.0,1865.9,43.8,Polar,Fog,Medium
717,2024-12-25,NOAA1029,Mexico,47.6388,-103.8257,1816.6,4.5,10.8,-2.0,9.0,0.0,56,34.3,W,233.5,1014.6,63,3,44.1,Medium,1.09,119,31.2,47.8,416.6,1930.0,38.6,Continental,Heatwave,Medium
718,2021-09-05,NOAA1001,Canada,36.6933,-81.2323,646.7,21.2,27.9,14.7,16.1,0.0,55,21.3,E,619.3,1006.4,38,7,34.4,Medium,3.21,102,30.0,47.0,410.2,1877.2,39.0,Continental,Heatwave,High
719,2022-08-10,NOAA1013,Canada,28.1299,-69.3018,736.1,25.7,28.6,19.9,13.2,0.0,53,6.4,SW,142.5,1022.7,59,7,43.3,Medium,5.6,95,27.7,50.5,414.7,1882.7,43.0,Polar,Coldwave,Medium
720,2020-03-23,NOAA1004,Canada,32.9549,-106.3105,1520.2,4.5,6.6,1.9,3.3,0.0,51,34.0,S,147.9,1018.2,65,4,37.8,High,1.42,129,28.2,64.3,427.4,1880.1,30.8,Continental,Storm,High
721,2021-10-30,NOAA1023,USA,44.2294,-90.6196,2650.6,18.1,24.7,13.5,6.5,0.0,47,24.1,NE,898.9,1023.7,19,7,30.2,Medium,4.14,115,24.8,62.0,405.1,1904.5,46.9,Tropical,None,High
722,2022-02-25,NOAA1025,USA,26.0054,-106.7341,2860.7,1.3,4.5,-4.1,4.7,8.4,45,37.5,E,441.5,1023.8,72,5,39.3,High,0.62,104,25.5,48.4,430.3,1966.5,42.4,Continental,None,Low
723,2022-08-17,NOAA1043,Canada,27.7417,-85.8432,2435.1,32.3,36.4,25.9,33.9,0.0,60,18.0,NW,864.5,1018.2,33,10,42.9,Low,6.62,92,22.8,39.6,427.1,1897.0,33.1,Tropical,Fog,High
724,2024-09-06,NOAA1033,Mexico,31.6952,-90.1505,2689.8,22.0,25.4,19.9,5.4,0.0,56,22.8,SW,852.0,1021.8,38,8,46.8,Medium,5.28,102,33.2,53.3,402.5,1961.4,49.0,Arid,None,Low
725,2023-02-10,NOAA1014,USA,36.1443,-115.2643,295.8,1.2,6.5,-3.0,19.8,14.9,53,20.0,SW,339.3,1011.5,31,3,39.1,Medium,2.08,89,27.8,58.6,421.5,1915.6,40.0,Temperate,Heatwave,Medium
726,2024-07-27,NOAA1009,Canada,36.3562,-122.2561,2812.8,29.8,32.5,26.4,8.1,0.0,52,39.8,NW,842.3,1017.7,50,10,31.8,Medium,5.33,111,25.8,58.2,418.4,1903.3,34.2,Tropical,Storm,Low
727,2023-05-09,NOAA1037,Canada,45.4768,-118.2624,246.9,29.0,35.4,26.1,27.2,0.0,61,20.4,NE,847.5,1021.2,89,11,37.1,Low,4.45,107,20.0,39.1,416.8,1919.6,36.3,Arid,Fog,High
728,2024-08-20,NOAA1042,Mexico,27.1005,-114.5824,929.3,36.1,38.7,28.1,17.5,0.0,56,5.5,N,591.5,1015.6,24,3,45.6,Medium,7.06,118,21.7,53.1,408.9,1892.2,48.5,Polar,Coldwave,Low
729,2024-08-30,NOAA1018,USA,26.5586,-89.4484,779.9,29.8,35.7,23.6,19.2,0.0,65,6.1,SE,651.2,1017.2,4,7,51.1,Medium,5.8,115,28.3,47.6,419.0,1932.0,36.9,Polar,Storm,Medium
730,2023-08-31,NOAA1026,USA,44.0622,-75.714,1998.8,28.7,32.0,23.9,23.9,0.0,61,32.2,N,163.6,1005.5,75,2,37.1,Low,6.3,89,20.5,39.5,429.0,1888.2,51.6,Arid,Fog,Medium
731,2023-04-01,NOAA1045,Canada,35.448,-117.0107,1932.9,22.1,29.8,16.8,12.5,0.0,49,27.3,SE,816.5,996.4,83,1,32.1,Medium,4.1,114,22.5,44.4,412.4,1917.6,22.0,Arid,Heatwave,Low
732,2024-07-22,NOAA1029,Mexico,48.1973,-79.3277,2587.7,29.0,33.7,22.1,28.9,0.0,67,34.0,W,626.7,1003.4,96,10,52.8,Low,4.72,86,27.3,43.9,427.1,1911.5,38.8,Continental,Storm,Low
733,2020-03-27,NOAA1015,Mexico,39.4941,-69.4474,2721.9,12.3,18.6,7.8,38.4,0.0,62,35.1,SW,669.1,1013.7,78,6,40.8,Low,2.05,98,17.4,33.8,417.3,2020.6,45.0,Polar,Storm,High
734,2022-03-11,NOAA1037,Mexico,47.2379,-112.7903,2309.1,7.3,13.7,5.1,11.1,0.0,57,43.5,S,531.0,1012.1,96,8,32.6,Medium,1.76,119,28.1,63.8,424.5,1873.7,39.6,Temperate,Heatwave,Medium
735,2022-08-07,NOAA1036,USA,47.1541,-76.4163,668.7,32.8,36.4,25.5,78.2,0.0,100,38.6,SE,634.7,1007.3,74,5,68.3,Low,4.93,40,5.9,29.9,424.2,1893.1,29.1,Continental,Rain,Medium
736,2020-01-05,NOAA1003,USA,44.2574,-108.4028,2443.3,-2.9,2.4,-7.4,6.5,10.0,51,43.0,S,715.1,1021.4,84,1,35.6,Medium,0.73,132,30.0,52.5,423.9,1870.6,38.9,Temperate,Rain,Medium
737,2023-02-22,NOAA1011,Mexico,40.7465,-123.19,1288.5,9.4,13.4,5.9,22.4,0.0,58,22.6,NE,203.9,1008.6,95,5,35.3,Low,1.99,98,23.6,56.9,420.2,1931.5,41.0,Tropical,Fog,Low
738,2022-01-10,NOAA1048,Canada,32.4278,-93.0878,1646.0,1.2,3.6,-6.7,19.1,17.5,49,38.7,N,862.9,1014.2,8,5,41.7,Medium,0.5,113,23.6,50.5,423.2,1897.7,34.1,Polar,Heatwave,High
739,2020-09-07,NOAA1042,Mexico,31.6792,-119.2537,2367.0,23.3,27.4,19.0,2.7,0.0,51,10.1,S,680.3,998.4,79,2,43.6,High,3.82,123,25.9,65.0,428.4,1900.6,29.9,Polar,Rain,Medium
740,2024-03-30,NOAA1022,USA,33.1643,-101.8111,2270.3,12.0,14.6,6.9,26.4,0.0,70,36.9,SE,234.0,1018.8,79,11,48.7,Low,2.97,82,28.2,51.7,424.3,1928.6,59.2,Continental,Coldwave,Medium
741,2022-03-04,NOAA1041,Canada,29.7787,-121.608,1358.7,18.7,20.7,14.6,7.4,0.0,49,44.5,SW,619.0,1006.0,53,1,41.8,Medium,4.53,102,24.5,48.2,427.7,1866.3,41.1,Polar,Coldwave,Low
742,2023-04-29,NOAA1030,Canada,38.286,-92.5585,2284.8,22.0,24.7,15.1,8.6,0.0,44,35.8,SW,296.8,996.4,68,7,27.5,Medium,5.02,99,32.2,59.0,419.8,1944.9,38.5,Tropical,Fog,Medium
743,2024-07-28,NOAA1009,Canada,33.1586,-100.5143,223.2,33.9,39.1,31.4,17.3,0.0,57,15.3,S,425.5,1010.4,3,5,37.1,Medium,6.51,95,30.0,53.4,425.9,1905.2,24.1,Temperate,Storm,Low
744,2020-07-13,NOAA1049,Canada,32.6395,-116.9476,1729.2,34.8,40.3,32.3,9.7,0.0,48,4.1,S,773.2,1010.3,70,9,40.2,Medium,5.38,130,31.9,62.6,409.3,1929.7,38.4,Polar,Storm,High
745,2023-09-09,NOAA1006,Canada,43.0552,-121.678,2756.5,24.1,28.6,18.2,7.4,0.0,48,13.6,N,209.5,1012.6,12,10,25.7,Medium,5.4,99,27.8,53.5,410.6,1891.2,44.9,Polar,None,Medium
746,2020-11-21,NOAA1035,USA,26.9682,-114.4024,1945.5,2.8,8.2,-4.4,15.5,0.0,62,29.1,N,476.3,1013.8,93,3,38.1,Medium,2.33,121,23.5,50.4,432.3,1903.4,53.9,Polar,Storm,High
747,2024-06-15,NOAA1031,Mexico,30.7099,-99.5058,1839.8,36.2,40.5,29.2,2.2,0.0,42,14.6,E,423.6,1014.8,75,7,36.0,High,6.01,117,30.6,66.7,427.7,1993.0,39.9,Continental,Storm,High
748,2023-05-24,NOAA1000,USA,34.7331,-113.1036,758.8,24.0,26.8,20.9,14.2,0.0,58,29.6,NE,873.7,1007.3,31,3,44.0,Medium,4.06,105,28.9,57.5,425.0,1888.9,43.6,Continental,Rain,Low
749,2021-07-20,NOAA1036,USA,40.6445,-83.1175,2489.9,26.2,28.3,23.6,8.8,0.0,43,10.9,E,217.6,1012.2,82,2,36.0,Medium,4.58,122,26.6,56.0,427.1,1855.1,33.9,Arid,Heatwave,High
